time,reading_1,reading_2,reading_3,reading_4,reading_5,reading_6
188,10.65561915,14.45371533,21.37824192,21.24993226,20.47902003,11.06585725
189,10.77700657,14.84210928,21.25058765,21.36499971,20.45750499,12.10419636
190,10.15666941,14.49973823,21.04196179,21.04545641,20.36878975,11.40181689
191,10.40781207,14.20937731,21.38336289,20.57327018,20.82458842,12.00508835
192,10.59958226,14.35406935,20.83624185,20.94145751,20.38315929,11.65441323
193,10.19241951,14.57918975,21.09312903,20.70740499,20.72559942,12.61134815
194,10.18311114,14.32796605,20.65525277,21.03326393,20.25270708,11.67534873
195,10.83316735,14.48447549,21.47752797,21.42453995,20.36028989,12.37626389
196,10.48867693,14.37250526,20.85583278,20.77820055,20.29150375,11.0253836
197,10.1325644,14.39635413,21.29731051,20.50846323,20.04259575,12.36431051
198,10.63859338,14.43986625,21.2641714,20.74050948,20.94967082,11.11744779
199,10.10984153,15.40239755,20.98246582,20.55745878,20.06059647,12.17610122
200,10.76021103,14.64599267,20.61703382,20.39056014,10.1319441,11.08490561
201,7.90248743,15.57534112,20.48873625,20.39524601,10.91382519,12.30470982
202,7.907959139,15.79677344,20.98431438,20.58434915,10.60578012,11.57953492
203,7.173357875,14.94177508,20.74663047,20.39068004,10.37821213,12.38414475
204,7.766659893,15.86048802,20.68303152,20.32509784,10.80575112,11.72499947
205,7.772882591,15.7234894,20.30458087,20.72376323,10.58358982,12.03012359
206,7.505936951,15.15958113,20.70537199,20.11990003,10.1278398,11.90145498
207,7.981421309,15.13181303,20.44908953,20.63572686,10.85157678,12.14702251
208,7.816729055,15.58880326,20.05928814,20.17669541,10.90386456,11.65624231
209,7.101032128,15.28898927,20.81949642,20.17457371,10.31430423,12.10952922
210,7.281825809,15.07662815,20.64976132,20.10311006,10.08445575,11.72720186
211,7.929882755,15.89647113,20.08249391,20.70221469,10.40379704,12.31003418
212,7.02400142,14.95210327,20.77521597,20.16213524,10.64726684,11.89992803
213,7.836623712,15.79562691,20.37575109,20.92601429,10.39845118,12.2315067
214,7.26748259,15.49198241,20.76485344,20.99269784,10.65312886,11.50189448
215,7.654648487,14.95785083,20.31331185,20.46418801,10.37101635,12.28593208
216,7.486024022,15.68251439,20.22859823,20.66877724,10.66527172,11.82995845
217,7.401371266,15.32517114,20.3974791,20.82070684,10.63336273,12.1356823
218,7.651083726,15.12307744,20.84276976,20.97935917,10.47363489,11.89854359
219,7.280353186,15.15021175,20.84440377,20.42177844,10.00637747,12.46086839
220,7.38915317,15.76423262,20.757705,20.36313935,10.06309551,11.56087467
221,7.524389948,15.19420025,20.86331288,20.62843001,10.24025274,12.39087727
222,7.878637547,15.98943416,20.10343221,20.38613277,10.83488057,11.81606763
223,7.281221021,15.25721634,20.06233467,20.75654128,10.09869982,12.17642181
224,7.709342015,15.29114042,20.5878829,20.11924716,10.63253521,11.78496512
225,7.068209802,15.24523586,20.26074808,20.5761416,10.09504901,12.0725723
226,7.305735576,15.35996053,20.62922477,20.00361583,10.89228828,11.5218541
227,7.601517312,15.12982215,20.34968413,20.74728404,10.81155405,12.07006308
228,7.592089885,15.11749052,20.92009674,20.42826566,10.60163115,11.79432885
229,7.709053846,15.17078465,20.60853037,20.25834085,10.73416047,12.42435675
230,7.851681061,15.10000866,20.43279717,20.20097016,10.87152154,11.9337152
231,7.429205882,15.22089924,20.74714304,20.13354888,10.19657176,12.34073978
232,7.97702682,15.53936803,20.40900012,20.58624492,10.28938131,11.82369755
233,7.857558051,15.16987483,20.02839927,20.69513205,10.89881479,12.22176741
234,7.599410904,15.87104797,20.55949622,20.26451109,10.35449177,11.72489336
235,7.924990573,15.18010867,20.99717492,20.58974505,10.56264783,12.33334634
236,7.897211587,15.52183344,20.50631359,20.60310724,10.27887136,11.98563332
237,7.111248317,15.48741967,20.93036762,20.7048566,10.83836808,12.45482525
238,7.395331797,15.96067969,20.25544141,20.62028336,10.25998224,11.69644238
239,7.023419957,15.72573896,20.60599192,20.31586557,10.35226269,12.20971124
240,7.538834616,15.12917371,20.53608261,20.6873568,10.25705421,11.90445012
241,7.360522696,15.99679584,20.39722488,20.29562851,10.99109368,12.03687377
242,7.589172634,15.62152727,20.59797144,20.99221548,10.48471242,11.8417587
243,7.879030704,15.81361783,20.52273548,20.73041825,10.06513229,12.46361984
244,7.429478271,15.7457906,20.38166624,20.71551204,10.30294066,11.80728146
245,7.352264605,15.62316804,20.11960911,20.52298609,10.15396836,12.0907101
246,7.585452341,15.04562573,20.1576426,20.93227783,10.30296266,11.54169159
247,7.691686109,15.20455279,20.11595391,20.01541345,10.51082525,12.05033467
248,7.813653308,15.18971617,20.24231532,20.66702485,10.87840346,11.55262732
249,7.263653098,15.90951659,20.1596627,20.4672166,10.87110518,12.49185343
250,7.513394588,15.79500874,20.67025535,20.08680564,10.54882574,11.72741407
251,10.20721505,15.30383749,21.94971352,21.86902035,10.39375106,12.09802177
252,10.8388029,15.50659313,21.64238088,21.5331826,10.91832276,11.7428301
253,10.5244547,15.22249161,21.73197131,21.47004183,10.80145449,12.49488694
254,10.40560505,15.31564034,21.31428611,21.68334952,10.01668926,11.84584705
255,10.64480896,15.89912631,21.61321436,21.48767994,10.32910906,12.24128304
256,10.67624153,15.83328714,21.18251557,21.81022876,10.67962314,11.51621272
257,10.22828855,15.49994898,21.63276555,21.98648653,10.71475043,12.00979976
258,10.98389827,15.10970735,21.82356085,21.56306844,10.55708403,11.99965355
259,10.61979713,15.31179748,21.79774626,21.11838675,10.67578784,12.3345549
260,10.33170487,15.91610831,21.32505695,21.17509681,10.94971761,11.70324126
261,10.00386329,15.59392106,22.45832389,22.32481809,10.03619153,12.20744257
262,10.1032174,15.68188808,22.45585964,22.37255939,10.35491065,11.60056567
263,10.01907838,15.35913727,22.16152405,22.96092397,10.46042596,12.01756229
264,10.08223265,15.32838716,22.50243772,22.45585537,10.53245279,11.59269328
265,10.49807892,15.12609147,22.73988797,22.68629827,10.68531917,12.15048007
266,10.97494588,15.97138717,22.38958069,22.47097177,10.37968746,11.95973851
267,10.14186432,15.76332826,22.59983003,22.53843574,10.27517845,12.39113258
268,10.7387175,15.13799103,22.80009174,22.76684059,10.00050288,11.7655675
269,10.98178447,15.29755703,22.18269068,22.27897223,10.209937,12.28338331
270,10.22680031,15.10392385,22.64831567,22.60117984,10.50400557,11.79198712
271,10.04651499,15.96909821,23.13984069,23.0941145,10.54789679,12.13992042
272,10.33107387,15.55232378,23.04076889,23.61276407,10.18675833,11.85006185
273,10.55882358,15.75536644,23.73385229,23.46168745,10.24717455,12.12504265
274,10.29572076,15.4429076,23.37217509,23.24086805,10.20111783,11.62640498
275,10.49606627,15.66771828,23.35182422,23.36915244,10.5373685,12.34154425
276,10.24886766,15.57603325,23.55534331,23.65929697,10.08874982,11.66572462
277,10.47478841,15.45047338,23.37183515,23.01929022,10.27927663,12.20695144
278,10.64251092,15.04891473,23.16137564,23.80190099,10.63595643,11.79584227
279,10.05830749,15.76910884,23.12943575,23.92784871,10.20481501,12.41098138
280,10.4868396,15.1496511,23.94130001,23.08480735,10.8005492,11.9462202
281,10.58423122,15.83207111,24.4050961,24.26768888,10.641834,12.20174444
282,10.99369659,15.76837716,24.09146253,24.76815057,10.17747892,11.73503298
283,10.68393191,15.1051603,24.26264179,24.56835974,10.07256181,12.33046263
284,10.68636249,15.38157147,24.79230514,24.97294957,10.52494643,11.76650789
285,10.85617896,15.30942448,24.20895387,24.0903238,10.56374813,12.20309138
286,10.11001891,15.39051806,24.90821667,24.92352294,10.88582437,11.74019558
287,10.30262481,15.43734863,24.38848502,24.14518494,10.09169568,12.17913468
288,10.84612387,15.72884312,24.20092078,24.39109011,10.04989375,11.89301503
289,10.86818426,15.21394165,24.33647792,24.40538695,10.46084667,12.35020941
290,10.68400355,15.45599458,24.35050628,24.94614669,10.09511802,11.96337173
291,10.92486061,15.89592353,25.25361211,24.54418964,10.10673801,12.33432622
292,10.02369344,15.71026366,24.88085806,24.56228338,10.50860621,11.88326933
293,10.6318314,15.76118698,24.51199292,24.94026034,10.18619625,12.08315007
294,10.17460237,15.29798766,24.7153832,25.41646876,10.34446791,11.94856133
295,10.4160267,15.18563773,24.58807963,24.94527815,10.13744758,12.28016886
296,10.97368911,15.31001638,25.28750612,24.74825897,10.02909361,11.73202688
297,10.97306246,14.89306464,25.20372251,25.33457194,10.50121357,12.4373359
298,10.81375636,15.51199995,25.00584802,24.90850907,10.73735415,11.61206409
299,10.70855749,15.47777226,24.54606774,25.29371909,10.00088437,12.09973598
300,10.68965056,14.49716879,24.89033497,25.1811737,30.9634233,11.76312878
301,10.33903241,15.29936981,25.67117135,25.9110078,30.0632522,12.23080612
302,10.61298371,14.70991725,25.06018272,25.0293425,30.83840736,12
303,10.73813904,14.44061012,25.46095952,25.47655709,30.30862278,12
304,10.11409908,14.88053086,25.07380147,25.68291433,30.62282239,12
305,10.19123736,14.41895148,25.3255673,25.99277946,30.86659825,12
306,10.29024809,14.62351107,25.74295631,25.01444952,30.833105,12
307,10.46187037,14.62787466,25.96493399,25.56318507,30.89466263,12
308,10.02273122,14.30610245,25.79315601,25.69141054,30.28946314,12
309,10.01787784,14.86361135,25.68748473,25.36293288,30.08014327,12
310,10.54832945,14.96130031,25.921886,25.25227041,30.16782323,12
311,10.62882179,14.37386339,25.86349903,25.46259952,30.8432365,12
312,10.32588778,14.74219416,25.9579127,25.99297151,30.61227532,12
313,10.20819525,14.95785628,25.298011,25.78034315,30.82270005,12
314,10.05513005,14.26241729,25.81329725,25.00682663,30.14233847,12
315,10.31580713,14.17712301,25.2003455,25.80645933,30.62655355,12
316,10.7382043,14.03903172,25.44594228,25.67719492,30.18644266,12
317,10.31312892,14.84971314,25.16002403,25.1190654,30.39110227,12
318,10.96285365,14.08890863,25.92961079,25.31361065,30.86117741,12
319,10.18700283,14.52775288,25.01704988,25.11899737,30.50068587,12
320,10.39666054,14.14425413,25.91242958,25.57462904,30.17376052,12
321,10.19584745,14.00938082,25.31052374,25.43348678,30.21138106,12
322,10.79338378,14.63924939,25.87972774,25.99457271,30.44339345,12
323,10.54030729,12.81651949,25.1556387,25.98860504,30.31260474,12
324,10.0807738,12.95814001,25.45810916,25.45900148,30.14364217,12
325,10.94827671,14.33514711,25.8574091,25.71486822,30.93013353,12
326,10.00308158,13.62080147,25.42596467,25.11691986,30.75412241,12
327,10.73310856,13.85333521,25.83864438,25.52492538,30.10492633,12
328,10.58571155,13.71808767,25.54529787,25.44750053,30.39468946,12
329,10.70925014,13.42214636,25.39900801,25.41192199,30.94796895,12
330,10.75662383,13.7615143,25.50405482,25.1755649,30.0261805,12
331,10.81133193,13.23352427,25.40482969,25.96723097,30.21655624,12
332,10.08111976,13.02932285,25.96042791,25.82408111,30.53652589,12
333,10.41002969,13.58795938,25.95240499,25.16190728,30.85005409,12
334,10.85484313,13.56723234,25.33946717,25.79395932,30.14942331,12
335,10.1137968,13.81073833,25.85570541,25.71155866,30.0867073,12
336,10.29727241,13.57798696,25.73889192,25.01242946,30.60377029,12
337,10.66183488,13.57515167,25.39340756,25.02657762,30.98863219,12
338,10.71075962,13.14370959,25.6294281,25.24966184,30.41997085,12
339,10.86166309,13.77890815,25.84710907,25.4329899,30.67517862,12
340,10.30143381,13.31565288,25.26767994,25.27607016,30.63110032,12
341,10.98860219,13.76070089,25.70906636,25.20555535,30.04639817,12
342,10.54898398,13.03187397,25.58062423,25.18281565,30.42163779,12
343,10.5346327,13.9071565,25.29087466,25.85436963,30.67303926,12
344,10.97257193,13.49753597,25.21064759,25.67507464,30.51649065,12
345,10.39838123,13.09730308,25.23055368,25.2893333,30.10980285,12
346,10.3553427,13.25702973,25.35250633,25.02273254,30.51456561,12
347,10.47277635,12.83082557,25.39298452,25.19922039,30.80747026,12
348,10.52109047,12.66997253,25.74258233,25.54381631,30.41569593,12
349,10.73007283,12.66541124,25.28534389,25.9797945,30.59231347,12
350,10.34719544,12.4310986,25.37855233,25.32358368,30.95893556,12
351,12.23018843,12.67926677,24.66823351,24.7229667,30.30254584,13.09562966
352,12.81850414,12.81145091,24.89860163,24.38156868,30.55344101,10.05115267
353,12.44553243,12.78394788,24.59956273,24.42318831,30.46104605,13.93145127
354,12.93026532,12.05866831,24.77132815,24.58504468,30.77377574,11.68687943
355,12.05004847,12.49512706,24.06236595,24.66899054,30.21622287,12.84871461
356,12.20865476,12.48913164,24.06128938,24.69849332,30.97937092,10.46789375
357,12.28410457,12.46693037,24.73401234,24.77019664,30.03062371,13.22710904
358,12.02124001,12.27230539,24.49458188,24.87006354,30.42505374,11.705501
359,12.10907097,12.65783585,24.06766706,24.29446874,30.52087663,12.16361603
360,12.32666977,12.73838978,24.04291133,24.5994421,30.09707083,10.10323609
361,12.46522969,12.95572633,23.00193615,23.14440875,30.82363549,12.41670312
362,12.97750733,12.60219698,23.19996237,23.49485927,30.73551856,10.21108733
363,12.86226959,12.11796224,23.63333462,23.81887377,30.98452966,12.06755244
364,12.42293716,12.91835883,23.88341176,23.7892218,30.11999891,11.5235257
365,12.34311962,12.39715043,23.22752752,23.63514282,30.40153549,13.88069971
366,12.49985697,12.45143994,23.50180282,23.45304628,30.49116101,10.96666369
367,12.03521523,12.07426974,23.61822671,23.04245478,30.46695942,13.00317913
368,12.58079715,12.90158752,23.74822822,23.2225813,30.18325573,11.47985123
369,12.56811805,12.58157073,23.38653037,23.7497966,30.56044054,12.3617471
370,12.91110695,12.48790779,23.39907062,23,30.11292436,10.26965187
371,12.92030332,12.7265455,26.514551,23,30.93200573,12.80833345
372,12.5517079,11.90401989,26.04817625,23,30.23245686,11.42616022
